timestamp position0 velocity0 radius0 goal pref_speed theta position1 velocity1 radius1 position2 velocity2 radius2 position3 velocity3 radius3 position4 velocity4 radius4 position5 velocity5 radius5 position6 velocity6 radius6 
4.5999979972839355 (1.0528018474578857,2.704601764678955) (-0.3008207082748413,-0.05735006928443909) 0.2199999988079071 (1.0528018474578857,2.704601764678955) 1.5 -2.953207916053543 (2.6684420108795166,0.6716043949127197) (-0.0006902211462147534,-0.0001705833856249228) 0.2199999988079071 (1.4398391246795654,3.187493085861206) (-9.40011886996217e-06,-4.560919842333533e-05) 0.2199999988079071 (1.5699164867401123,0.7168481945991516) (-0.00037435570266097784,0.0007717098342254758) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
4.699997901916504 (1.02025306224823,2.700833797454834) (-0.3254874646663666,-0.03767955303192139) 0.2199999988079071 (1.02025306224823,2.700833797454834) 1.5 -3.0263422034816663 (2.668372869491577,0.671587347984314) (-0.0006904095062054694,-0.00017062995175365359) 0.2199999988079071 (1.439838171005249,3.187488555908203) (-9.40024165174691e-06,-4.56097986898385e-05) 0.2199999988079071 (1.5698790550231934,0.7169253826141357) (-0.00037448180955834687,0.0007719697896391153) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
4.799997806549072 (0.9689421057701111,2.64892315864563) (-0.513109564781189,-0.5191068053245544) 0.2199999988079071 (0.9689421057701111,2.64892315864563) 1.5 -2.3503844941141585 (2.6683037281036377,0.6715703010559082) (-0.0006905985646881163,-0.0001706766925053671) 0.2199999988079071 (1.4398372173309326,3.1874840259552) (-9.400365343026351e-06,-4.561039895634167e-05) 0.2199999988079071 (1.5698416233062744,0.7170026302337646) (-0.00037460794555954635,0.0007722298032604158) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
4.899997711181641 (0.9181442260742188,2.59753155708313) (-0.5079789757728577,-0.5139158368110657) 0.2199999988079071 (0.9181442260742188,2.59753155708313) 1.5 -2.350384895924401 (2.6682345867156982,0.6715532541275024) (-0.0006907877395860851,-0.00017072343325708061) 0.2199999988079071 (1.4398362636566162,3.1874794960021973) (-9.40048812481109e-06,-4.561099558486603e-05) 0.2199999988079071 (1.5698041915893555,0.7170798778533936) (-0.0003747342561837286,0.0007724901079200208) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
4.999997615814209 (0.8822300434112549,2.6022722721099854) (-0.35914182662963867,0.047407954931259155) 0.2199999988079071 (0.8822300434112549,2.6022722721099854) 1.5 3.010348016459181 (2.668165445327759,0.6715361475944519) (-0.0006909769144840539,-0.00017077020311262459) 0.2199999988079071 (1.4398353099822998,3.1874749660491943) (-9.400611816090532e-06,-4.56115958513692e-05) 0.2199999988079071 (1.5697667598724365,0.7171571254730225) (-0.0003748605668079108,0.0007727505289949477) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.099997520446777 (0.8461615443229675,2.609046697616577) (-0.36068493127822876,0.06774327158927917) 0.2199999988079071 (0.8461615443229675,2.609046697616577) 1.5 2.955937121824686 (2.6680963039398193,0.6715190410614014) (-0.0006911662057973444,-0.00017081698752008379) 0.2199999988079071 (1.4398343563079834,3.1874704360961914) (-9.400735507369973e-06,-4.561219611787237e-05) 0.2199999988079071 (1.569729208946228,0.7172344326972961) (-0.0003749869647435844,0.0007730110082775354) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.199997425079346 (0.8461615443229675,2.609046697616577) (0.0,0.0) 0.2199999988079071 (0.8461615443229675,2.609046697616577) 1.5 0.0 (2.66802716255188,0.6715019345283508) (-0.000691355497110635,-0.00017086377192754298) 0.2199999988079071 (1.439833402633667,3.1874659061431885) (-9.400858289154712e-06,-4.561279638437554e-05) 0.2199999988079071 (1.5696916580200195,0.7173117399215698) (-0.00037511350819841027,0.0007732719532214105) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.299997329711914 (0.8150344491004944,2.6166248321533203) (-0.31127095222473145,0.07578104734420776) 0.2199999988079071 (0.8150344491004944,2.6166248321533203) 1.5 2.9027816612187514 (2.6679580211639404,0.6714848279953003) (-0.0006915449048392475,-0.0001709105708869174) 0.2199999988079071 (1.4398324489593506,3.1874613761901855) (-9.400981980434153e-06,-4.561339665087871e-05) 0.2199999988079071 (1.569654107093811,0.7173891067504883) (-0.00037524010986089706,0.0007735329563729465) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.399997234344482 (0.8150344491004944,2.6166248321533203) (0.0,0.0) 0.2199999988079071 (0.8150344491004944,2.6166248321533203) 1.5 0.0 (2.667888879776001,0.6714677214622498) (-0.0006917343707755208,-0.00017095738439820707) 0.2199999988079071 (1.4398314952850342,3.1874568462371826) (-9.401104762218893e-06,-4.561399691738188e-05) 0.2199999988079071 (1.5696165561676025,0.7174664735794067) (-0.00037536685704253614,0.0007737942505627871) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.499997138977051 (0.7794878482818604,2.6241393089294434) (-0.3554660379886627,0.07514388859272003) 0.2199999988079071 (0.7794878482818604,2.6241393089294434) 1.5 2.93326436422071 (2.6678197383880615,0.6714506149291992) (-0.000691923894919455,-0.00017100421246141195) 0.2199999988079071 (1.4398305416107178,3.1874523162841797) (-9.401228453498334e-06,-4.561459718388505e-05) 0.2199999988079071 (1.569579005241394,0.71754390001297) (-0.00037549363332800567,0.0007740556029602885) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.599997043609619 (0.7794878482818604,2.6241393089294434) (0.0,0.0) 0.2199999988079071 (0.7794878482818604,2.6241393089294434) 1.5 0.0 (2.667750597000122,0.6714335083961487) (-0.0006921134772710502,-0.0001710510696284473) 0.2199999988079071 (1.4398295879364014,3.1874477863311768) (-9.401352144777775e-06,-4.5615193812409416e-05) 0.2199999988079071 (1.5695414543151855,0.7176213264465332) (-0.0003756205551326275,0.0007743172463960946) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.6999969482421875 (0.7794878482818604,2.6241393089294434) (0.0,0.0) 0.2199999988079071 (0.7794878482818604,2.6241393089294434) 1.5 0.0 (2.6676814556121826,0.6714164018630981) (-0.0006923030596226454,-0.00017109792679548264) 0.2199999988079071 (1.439828634262085,3.187443256378174) (-9.401474926562514e-06,-4.5615794078912586e-05) 0.2199999988079071 (1.569503903388977,0.7176988124847412) (-0.0003757475351449102,0.0007745790062472224) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.799996852874756 (0.744296669960022,2.6315786838531494) (-0.3519115447998047,0.07439370453357697) 0.2199999988079071 (0.744296669960022,2.6315786838531494) 1.5 2.933261047144508 (2.667612314224243,0.6713992953300476) (-0.0006924927583895624,-0.0001711447985144332) 0.2199999988079071 (1.4398276805877686,3.187438726425171) (-9.401598617841955e-06,-4.5616394345415756e-05) 0.2199999988079071 (1.5694663524627686,0.7177762985229492) (-0.00037587463157251477,0.0007748409989289939) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.899996757507324 (0.7094573974609375,2.638943672180176) (-0.348392516374588,0.07365018129348755) 0.2199999988079071 (0.7094573974609375,2.638943672180176) 1.5 2.9332599607436216 (2.6675429344177246,0.6713821887969971) (-0.0006926825153641403,-0.000171191684785299) 0.2199999988079071 (1.4398267269134521,3.187434196472168) (-9.401721399626695e-06,-4.5616994611918926e-05) 0.2199999988079071 (1.56942880153656,0.7178537845611572) (-0.00037600178620778024,0.0007751030498184264) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
5.999996662139893 (0.6749665141105652,2.6462349891662598) (-0.3449086546897888,0.07291409373283386) 0.2199999988079071 (0.6749665141105652,2.6462349891662598) 1.5 2.933258848316242 (2.667473554611206,0.6713650822639465) (-0.0006928729126229882,-0.00017123876023106277) 0.2199999988079071 (1.4398257732391357,3.187429666519165) (-9.401845090906136e-06,-4.5617594878422096e-05) 0.2199999988079071 (1.569391131401062,0.71793133020401) (-0.0003761289990507066,0.0007753652753308415) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.099996566772461 (0.6749665141105652,2.6462349891662598) (0.0,0.0) 0.2199999988079071 (0.6749665141105652,2.6462349891662598) 1.5 0.0 (2.6674041748046875,0.671347975730896) (-0.0006930633680894971,-0.00017128585022874177) 0.2199999988079071 (1.4398248195648193,3.187425136566162) (-9.401968782185577e-06,-4.5618195144925267e-05) 0.2199999988079071 (1.569353461265564,0.7180088758468628) (-0.0003762563574127853,0.0007756278500892222) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.199996471405029 (0.6841288805007935,2.5744481086730957) (0.09162357449531555,-0.7178698778152466) 0.2199999988079071 (0.6841288805007935,2.5744481086730957) 1.5 -1.4438501127293317 (2.667334794998169,0.6713308691978455) (-0.0006932539399713278,-0.00017133294022642076) 0.2199999988079071 (1.439823865890503,3.187420606613159) (-9.402091563970316e-06,-4.561879541142844e-05) 0.2199999988079071 (1.569315791130066,0.7180864810943604) (-0.00037638380308635533,0.0007758905994705856) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.299996376037598 (0.6996742486953735,2.502319574356079) (0.15545344352722168,-0.7212854623794556) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -1.3585205442614483 (2.6672654151916504,0.6713137030601501) (-0.0006934445118531585,-0.0001713800593279302) 0.2199999988079071 (1.4398229122161865,3.1874160766601562) (-9.402215255249757e-06,-4.561939567793161e-05) 0.2199999988079071 (1.5692781209945679,0.7181640863418579) (-0.0003765113651752472,0.0007761535816825926) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.399996280670166 (0.6996742486953735,2.502319574356079) (3.310118845689658e-10,-7.991333705881232e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -1.1780972404751064 (2.667196035385132,0.6712965369224548) (-0.000693635200150311,-0.00017142717842943966) 0.2199999988079071 (1.4398219585418701,3.1874115467071533) (-9.402338037034497e-06,-4.561999594443478e-05) 0.2199999988079071 (1.5692404508590698,0.7182417511940002) (-0.0003766389563679695,0.0007764166221022606) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.499996185302734 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.6671266555786133,0.6712793707847595) (-0.0006938259466551244,-0.00017147431208286434) 0.2199999988079071 (1.4398210048675537,3.1874070167541504) (-9.402461728313938e-06,-4.562059257295914e-05) 0.2199999988079071 (1.5692027807235718,0.7183194160461426) (-0.0003767667221836746,0.0007766799535602331) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.599996089935303 (0.6996742486953735,2.502319574356079) (4.2235141707765156e-13,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.6670572757720947,0.6712622046470642) (-0.0006940167513675988,-0.00017152146028820425) 0.2199999988079071 (1.4398200511932373,3.1874024868011475) (-9.402585419593379e-06,-4.562119283946231e-05) 0.2199999988079071 (1.5691651105880737,0.7183970808982849) (-0.0003768945171032101,0.0007769434014335275) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.699995994567871 (0.6996742486953735,2.502319574356079) (3.310118845689658e-10,-7.991333705881232e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -1.1780972404751064 (2.666987895965576,0.6712450385093689) (-0.000694207614287734,-0.00017156863759737462) 0.2199999988079071 (1.439819097518921,3.1873979568481445) (-9.402708201378118e-06,-4.562179310596548e-05) 0.2199999988079071 (1.5691274404525757,0.718474805355072) (-0.00037702234112657607,0.0007772069657221437) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.7999958992004395 (0.6996742486953735,2.502319574356079) (4.2235141707765156e-13,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.6669185161590576,0.6712278723716736) (-0.0006943985354155302,-0.00017161581490654498) 0.2199999988079071 (1.4398181438446045,3.1873934268951416) (-9.40283189265756e-06,-4.562239337246865e-05) 0.2199999988079071 (1.5690897703170776,0.7185525298118591) (-0.0003771503397729248,0.0007774707628414035) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.899995803833008 (0.6996742486953735,2.502319574356079) (-3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -2.7488935672700032 (2.666849136352539,0.6712107062339783) (-0.0006945895147509873,-0.00017166300676763058) 0.2199999988079071 (1.439817190170288,3.1873888969421387) (-9.402955583937e-06,-4.562299363897182e-05) 0.2199999988079071 (1.5690521001815796,0.718630313873291) (-0.00037727836752310395,0.0007777346181683242) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
6.999995708465576 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.6667797565460205,0.671193540096283) (-0.0006947805522941053,-0.0001717102131806314) 0.2199999988079071 (1.4398162364959717,3.1873843669891357) (-9.40307836572174e-06,-4.562359390547499e-05) 0.2199999988079071 (1.569014310836792,0.7187080979347229) (-0.00037740651168860495,0.0007779987645335495) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.0999956130981445 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.666710376739502,0.6711763739585876) (-0.0006949716480448842,-0.00017175743414554745) 0.2199999988079071 (1.4398152828216553,3.187379837036133) (-9.403202057001181e-06,-4.562419417197816e-05) 0.2199999988079071 (1.5689765214920044,0.7187859416007996) (-0.0003775347722694278,0.0007782632019370794) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.199995517730713 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.6666407585144043,0.6711592078208923) (-0.000695162802003324,-0.00017180466966237873) 0.2199999988079071 (1.4398143291473389,3.18737530708313) (-9.40332483878592e-06,-4.562479443848133e-05) 0.2199999988079071 (1.5689387321472168,0.7188637852668762) (-0.00037766314926557243,0.0007785279303789139) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.299995422363281 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.6665711402893066,0.671142041683197) (-0.0006953546544536948,-0.00017185209435410798) 0.2199999988079071 (1.4398133754730225,3.187370777130127) (-9.403448530065361e-06,-4.56253947049845e-05) 0.2199999988079071 (1.5689009428024292,0.7189416885375977) (-0.000377791584469378,0.0007787927170284092) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.39999532699585 (0.6996742486953735,2.502319574356079) (0.0,0.0) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 0.0 (2.666501522064209,0.6711248755455017) (-0.0006955465069040656,-0.00017189953359775245) 0.2199999988079071 (1.439812421798706,3.187366247177124) (-9.403572221344803e-06,-4.562599497148767e-05) 0.2199999988079071 (1.5688631534576416,0.7190195918083191) (-0.00037792016519233584,0.0007790577365085483) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.499995231628418 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.6664319038391113,0.6711077094078064) (-0.0006957384757697582,-0.00017194697284139693) 0.2199999988079071 (1.4398114681243896,3.187361717224121) (-9.403695003129542e-06,-4.562659523799084e-05) 0.2199999988079071 (1.568825364112854,0.7190974950790405) (-0.0003780488041229546,0.0007793228724040091) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.599995136260986 (0.6996742486953735,2.502319574356079) (3.90201841107482e-13,-1.6162689676219033e-13) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -0.3926990863197901 (2.6663622856140137,0.6710904836654663) (-0.0006959305028431118,-0.00017199444118887186) 0.2199999988079071 (1.4398105144500732,3.187357187271118) (-9.403818694408983e-06,-4.5627191866515204e-05) 0.2199999988079071 (1.5687875747680664,0.7191754579544067) (-0.0003781774721574038,0.0007795881247147918) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
7.699995040893555 (0.6996742486953735,2.502319574356079) (-3.310118845689658e-10,-7.991333705881232e-10) 0.2199999988079071 (0.6996742486953735,2.502319574356079) 1.5 -1.9634954131146867 (2.666292667388916,0.6710732579231262) (-0.0006961225881241262,-0.0001720419095363468) 0.2199999988079071 (1.4398095607757568,3.1873526573181152) (-9.403942385688424e-06,-4.5627792133018374e-05) 0.2199999988079071 (1.5687497854232788,0.719253420829773) (-0.00037830628571100533,0.000779853668063879) 0.2199999988079071 (0.4271529244312844,1.5708718251549851) (0,0) 0.3 (1.1734476195337393,1.1050089244878063) (0,0) 0.3 
